                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    150,                0.81338,                 1.0467,                 1.0725,                0.88935,                0.77795,                0.90504,                0.66983,                0.92623,                 1.2481,                 1.4607,               0.005083,               0.005083,               0.005083
                    151,                0.83783,                 1.0266,                 1.1082,                0.71075,                0.80751,                0.89872,                0.68896,                0.91034,                  1.187,                 1.4295,                0.00505,                0.00505,                0.00505
                    152,                  0.826,                0.96179,                 1.0579,                0.66901,                0.88396,                0.91536,                0.66818,                0.88803,                 1.2808,                  1.375,               0.005017,               0.005017,               0.005017
                    153,                0.78451,                0.97136,                 1.0506,                0.75075,                0.82301,                0.89884,                 0.6661,                0.91179,                 1.4169,                 1.4112,               0.004984,               0.004984,               0.004984
                    154,                0.81351,                0.96125,                 1.0677,                0.75164,                0.87906,                0.90234,                0.66611,                0.92485,                 1.3717,                 1.4289,               0.004951,               0.004951,               0.004951
                    155,                0.81157,                 1.0375,                 1.0641,                  0.766,                0.88706,                 0.9208,                0.68371,                 0.9424,                 1.1703,                 1.4586,               0.004918,               0.004918,               0.004918
                    156,                0.83353,                 1.0654,                 1.0929,                0.90358,                0.83329,                0.96226,                0.70621,                0.99715,                   1.05,                 1.5337,               0.004885,               0.004885,               0.004885
                    157,                0.79127,                0.96145,                 1.0431,                0.89818,                 0.8931,                0.94356,                0.68517,                0.96702,                 1.1213,                 1.4861,               0.004852,               0.004852,               0.004852
                    158,                0.82379,                 0.9909,                 1.0735,                0.78646,                0.93571,                 0.9135,                 0.6576,                0.91606,                 1.2053,                 1.4285,               0.004819,               0.004819,               0.004819
                    159,                0.78713,                0.97517,                 1.0508,                0.80752,                0.86263,                0.92217,                0.69705,                 0.8797,                 1.3794,                 1.3572,               0.004786,               0.004786,               0.004786
                    160,                0.82433,                0.97887,                 1.0807,                0.82151,                0.81477,                0.87619,                0.66953,                0.88842,                 1.4961,                 1.3364,               0.004753,               0.004753,               0.004753
                    161,                0.83441,                0.99114,                 1.0916,                0.83106,                 0.7764,                 0.8651,                0.68499,                0.82419,                 1.5291,                 1.2834,                0.00472,                0.00472,                0.00472
                    162,                0.80369,                0.98962,                 1.0731,                0.85278,                 0.8684,                0.89793,                0.69396,                0.76569,                 1.2237,                  1.224,               0.004687,               0.004687,               0.004687
                    163,                0.77715,                0.98434,                 1.0595,                0.80139,                0.84913,                0.91135,                0.70127,                0.85926,                 1.2344,                 1.3134,               0.004654,               0.004654,               0.004654
                    164,                0.78375,                0.91556,                 1.0633,                0.90945,                0.82754,                0.93194,                0.70499,                0.89876,                 1.0599,                 1.3663,               0.004621,               0.004621,               0.004621
                    165,                0.77719,                0.95974,                 1.0583,                0.83819,                0.88002,                0.92416,                0.68786,                 0.9218,                 1.0482,                 1.4195,               0.004588,               0.004588,               0.004588
                    166,                  0.809,                0.94996,                 1.0617,                0.79358,                0.90994,                0.91279,                0.67935,                0.88602,                 1.0817,                 1.3937,               0.004555,               0.004555,               0.004555
                    167,                0.81882,                0.99101,                 1.0722,                0.90411,                 0.8284,                 0.9217,                0.70237,                0.85028,                 1.0969,                 1.3476,               0.004522,               0.004522,               0.004522
                    168,                0.81134,                0.96765,                 1.0555,                0.81561,                0.84242,                0.89304,                0.67457,                0.85633,                  1.186,                 1.3426,               0.004489,               0.004489,               0.004489
                    169,                0.80712,                0.96438,                 1.0478,                0.89489,                0.79762,                0.91736,                0.67805,                0.89824,                 1.2495,                 1.3845,               0.004456,               0.004456,               0.004456
                    170,                0.78423,                0.94721,                 1.0601,                0.87567,                0.79524,                0.88545,                0.68259,                0.92239,                 1.1618,                 1.4324,               0.004423,               0.004423,               0.004423
                    171,                0.81258,                0.97599,                 1.0782,                0.80308,                0.86952,                0.89946,                0.67393,                0.86975,                 1.2898,                 1.3525,                0.00439,                0.00439,                0.00439
                    172,                0.78515,                0.90576,                  1.046,                0.68048,                0.87738,                0.83368,                0.60264,                0.91258,                 1.4773,                 1.4044,               0.004357,               0.004357,               0.004357
                    173,                0.75318,                0.87466,                 1.0353,                0.68903,                0.83106,                0.82567,                0.60743,                0.90468,                 1.4648,                 1.3947,               0.004324,               0.004324,               0.004324
                    174,                0.77178,                0.96459,                  1.059,                0.70912,                0.85048,                0.84482,                0.62804,                0.88291,                 1.3627,                 1.3769,               0.004291,               0.004291,               0.004291
                    175,                0.82083,                0.94032,                  1.051,                0.73139,                0.89932,                0.87738,                0.62094,                0.96882,                 1.3323,                 1.4976,               0.004258,               0.004258,               0.004258
                    176,                0.73018,                0.90693,                 1.0483,                0.74695,                 0.8644,                0.92268,                0.67633,                 0.9728,                 1.1596,                 1.5193,               0.004225,               0.004225,               0.004225
                    177,                0.76614,                0.89461,                  1.023,                0.73221,                0.84811,                0.91585,                0.69674,                0.93285,                 1.2997,                 1.4527,               0.004192,               0.004192,               0.004192
                    178,                0.75737,                0.90145,                 1.0337,                  0.776,                0.88897,                0.92172,                0.69562,                0.95589,                 1.1447,                 1.5057,               0.004159,               0.004159,               0.004159
                    179,                0.80128,                 0.9031,                 1.0651,                 0.7603,                  0.814,                0.91665,                0.68037,                  0.955,                 1.2031,                  1.496,               0.004126,               0.004126,               0.004126
                    180,                0.72447,                0.89455,                 1.0173,                0.84365,                 0.7967,                0.89361,                0.66655,                0.95141,                  1.235,                 1.4886,               0.004093,               0.004093,               0.004093
                    181,                0.76085,                0.92487,                 1.0605,                0.66247,                0.89126,                0.88876,                0.66621,                0.92836,                 1.2487,                 1.4873,                0.00406,                0.00406,                0.00406
                    182,                 0.7057,                0.88157,                 1.0376,                0.79106,                0.80943,                0.87099,                0.67466,                0.93308,                 1.3227,                 1.4744,               0.004027,               0.004027,               0.004027
                    183,                0.72518,                0.88703,                 1.0318,                0.76959,                0.83208,                 0.9092,                 0.6859,                0.95594,                 1.2079,                 1.4738,               0.003994,               0.003994,               0.003994
                    184,                0.73644,                0.87414,                 1.0219,                0.77665,                0.86884,                0.92412,                0.67864,                0.96504,                 1.1683,                 1.4924,               0.003961,               0.003961,               0.003961
                    185,                0.77963,                0.91727,                 1.0577,                0.78636,                0.88804,                 0.9334,                0.69502,                0.92237,                 1.1713,                 1.4465,               0.003928,               0.003928,               0.003928
                    186,                0.74454,                0.88435,                  1.038,                0.87962,                 0.7678,                0.92207,                0.68609,                0.90098,                 1.2126,                 1.4245,               0.003895,               0.003895,               0.003895
                    187,                0.72778,                0.88257,                 1.0332,                0.83909,                0.87633,                0.94469,                0.69322,                0.90475,                  1.234,                 1.3996,               0.003862,               0.003862,               0.003862
                    188,                0.74593,                0.90172,                 1.0508,                 0.8471,                0.89135,                0.94917,                0.70065,                0.95193,                 1.1789,                 1.4246,               0.003829,               0.003829,               0.003829
